exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,headerexplanations,httpsdocsgooglecomdocumentd1wnak,total_value_dutch_gulders
2001245,bgb_16439,VOC,Amsterdam,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-07-26,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",1000.00,ps,"NA","NA","NA","NA",dasje,Bengaals,"NA","NA","NA","NA",silk,Bengal,"NA","NA","NA","331340,17,8","331340,17,8",Indian Guilders,704,15,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6523.2; src_00058,"NA","NA",493.325
2003516,bgb_17067,VOC,Barbestein,"NA",doc,1722,1722-08-25,y,Palicol,Coromandel,Palakollu,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",2100.00,ps,"NA","NA","NA","NA",bethilles,bruin blauw,brown-blue,"NA","NA","NA","NA","NA","NA","NA","NA","615421,14,8","615421,14,8",Indian Guilders,10366,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",7256.829999999999
2000614,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",1440.00,ps,"NA","NA","NA","NA",dungarees,gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),"NA","NA","NA","432298,10,8","432298,10,8",Indian Guilders,3773,2,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",2641.193333333333
2000947,bgb_16448,VOC,Samson,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",1100.00,ps,"NA","NA","NA","NA",mallemolens,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","368388,6,8","368388,6,8",Indian Guilders,15308,6,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6513.5, wrecked","NA","NA",10715.833333333332
2003253,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",1.00,ps,"NA","NA","NA","NA",gingham,geruit Kust,"NA","NA",checkered,"NA","NA",Coast (presumed Coromandel),"NA","NA","NA","13010,16","13010,16",Indian Guilders,9,10,0,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor de regent van Amabay,"NA","NA","NA",6.6499999999999995
2001629,bgb_16432,VOC,Westerdijkshorn,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-03,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",baftas,wit breed Surats,white,"NA","NA","NA","NA",Surat,"NA",wide,"NA","429509,17","429509,17",Indian Guilders,1288,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6533.4; src_00058,"NA","NA",901.5999999999999
2001075,bgb_16461,VOC,Hof Niet Altijd Zomer,"NA",doc,1722,1722-1-19,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-10-06,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",gingham,pinasse Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA",pinasse,"NA","274773,11","274773,11",Indian Guilders,578,17,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6535.1; src_00054,"NA","NA",405.2183333333333
2003455,bgb_17063,VOC,Meijenburg,"NA",doc,1722,1722-08-27,y,Nagapattinam,Coromandel,Nagapattinam,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",3000.00,ps,"NA","NA","NA","NA",guinea-stuffs,bruin blauw,brown-blue,"NA","NA","NA","NA","NA","NA","NA","NA","679245,10","679245,10",Indian Guilders,43752,3,4,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",30626.516666666666
2001788,bgb_16992,VOC,Nederhoven,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-07,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",160.00,ps,"NA","NA","NA","NA",catches,ruw breed Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),"NA","wide, raw","NA","116190,4,8","116190,4,8",Indian Guilders,825,3,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6518.3; src_00056, src_00058","NA","NA",577.6283333333332
2000601,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",4160.00,ps,"NA","NA","NA","NA",salempores,gemeen gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),ordinary,"NA","NA","432298,10,8","432298,10,8",Indian Guilders,19455,15,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",13619.048333333332
2001044,bgb_16469,VOC,Goudriaan,"NA",doc,1722,1722-1-19,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-09-23,"NA",Delft,Dutch Republic,Delft,Netherlands,"NA","NA",800.00,ps,"NA","NA","NA","NA",alacha,Bengaals,"NA","NA","NA","NA",silk,Bengal,"NA","NA","NA","271128,10","271128,10",Indian Guilders,8293,13,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6534.1; src_00054,"NA","NA",5805.578333333332
2003422,bgb_16997,VOC,"Dijkveld, Mangiecole (phaar), Coijlang (phar)","NA",doc,1722,1722-08-04,y,Jaffna,Ceylon,Jafna,Sri Lanka,"NA","NA",est,1722,"NA",n,"NA",Coromandel,"NA","Coromandel, southeast coast of India","NA","NA",1300.00,ps,"NA","NA","NA","NA",bethilles,rood,red,"NA","NA","NA","NA","NA","NA","NA","NA","31762,4,8","31762,4,8",Indian Guilders,10564,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",7394.799999999999
2000718,bgb_16426,VOC,Bleijenburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",360.00,ps,"NA","NA","NA","NA",baftas,wit smal Surats,white,"NA","NA","NA","NA",Surat,"NA",narrow,"NA","449503,1,8","449503,1,8",Indian Guilders,1229,5,8,Indian Guilders,"NA","NA","NA","NA","NA",Wrecked between Batavia and the Cape,"DAS voyage 6508.1, wrecked","NA","NA",860.4983333333332
2002298,bgb_16225,VOC,"Anna Maria, Cats, unknown ship","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1722,1722-02-18,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",2470.00,ps,"NA","NA","NA","NA",douriasten,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1333231,12,8","1333231,12,8",Indian Guilders,41163,2,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",28814.19333333333
2002950,bgb_16677,VOC,Zanderhoef,"NA",doc,1721,1721-10-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,Palembang,Palembang,Palembang,"South Sumatra, Indonesia","NA","NA",2000.00,ps,"NA","NA","NA","NA",gunizak,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","122958,7,8","122958,7,8",Indian Guilders,400,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",280
2001326,bgb_16465,VOC,Delfland,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-05,"NA",Delft,Dutch Republic,Delft,Netherlands,"NA","NA",1200.00,ps,"NA","NA","NA","NA",corroots,Surats,"NA","NA","NA","NA",cotton,Surat,"NA","NA","NA","279557,19,8","279557,19,8",Indian Guilders,1059,7,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6525.1; src_00058,"NA","NA",741.5449999999998
2003047,bgb_16739,VOC,"Limburg, Beverwaart","NA",doc,1722,1722-08-07,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Siam,"NA",Thailand,"NA","NA",1.00,ps,"NA","NA","NA","NA",moir̩,gouden en zilveren,gold-silver,"NA","NA","NA","NA","NA","NA","NA","NA","124166,1","124166,1",Indian Guilders,740,3,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",518.1283333333332
2001459,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",muris,gebleekt Kust,"NA",white,"NA",bleached,cotton,Coast (presumed Coromandel),"NA","NA","NA","263208,5,8","263208,5,8",Indian Guilders,429,14,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",300.81333333333333
2003347,bgb_16920,VOC,Ravestein,"NA",doc,1721,1721-10-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,Cape of Good Hope,Cape of Good Hope,Cape of Good Hope,South Africa,"NA","NA",120.00,ps,"NA","NA","NA","NA",dekens,Surats,"NA","NA","NA","NA","NA",Surat,"NA","NA","NA","68299,18","68299,18",Indian Guilders,747,10,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",523.2733333333333
2002222,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",11400.00,ps,"NA","NA","NA","NA",gerras,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","738749,10,8","738749,10,8",Indian Guilders,35212,15,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",24648.925
2002224,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",3000.00,ps,"NA","NA","NA","NA",gingham,gestreept,"NA","NA",striped,"NA","NA","NA","NA","NA","NA","738749,10,8","738749,10,8",Indian Guilders,17883,10,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12518.473333333332
2002223,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",7680.00,ps,"NA","NA","NA","NA",guinea-stuffs,gebleekt,"NA",white,"NA",bleached,"NA","NA","NA","NA","NA","738749,10,8","738749,10,8",Indian Guilders,63238,18,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",44267.229999999996
2002231,bgb_16220,VOC,"Huis ter Boede, Hof Niet Altijd Zomer","NA",est,1721,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1721,1721-12-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",6000.00,ps,"NA","NA","NA","NA",guni,lang,"NA","NA","NA","NA","NA","NA","NA",long,"NA","738749,10,8","738749,10,8",Indian Guilders,1485,14,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1039.99
2000650,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",80.00,ps,"NA","NA","NA","NA",baftas,blauw Surats,blue,"NA","NA","NA","NA",Surat,"NA","NA","NA","432298,10,8","432298,10,8",Indian Guilders,329,17,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",230.91833333333335
2000672,bgb_16426,VOC,Bleijenburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",dungarees,ruw Kust,"NA",natural,"NA","NA","NA",Coast (presumed Coromandel),"NA",raw,"NA","449503,1,8","449503,1,8",Indian Guilders,883,15,0,Indian Guilders,"NA","NA","NA","NA","NA",Wrecked between Batavia and the Cape,"DAS voyage 6508.1, wrecked","NA","NA",618.625
2000811,bgb_16459,VOC,Raadhuis van Middelburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",960.00,ps,"NA","NA","NA","NA",dungarees,gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),"NA","NA","NA","357690,18,8","357690,18,8",Indian Guilders,2567,14,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6510.4, wrecked","NA","NA",1797.3899999999996
2003160,bgb_16785,VOC,"Mossel, Bombardeerder","NA",doc,1722,1722-02-03,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,Ternate,Spice Islands,Ternate,"Maluku, Indonesia","NA","NA",1600.00,ps,"NA","NA","NA","NA",percallen,gemeen gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),ordinary,"NA","NA","152775,9","152775,9",Indian Guilders,3474,13,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",2432.255
2001648,bgb_16467,VOC,Den Dam,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-05,"NA",Delft,Dutch Republic,Delft,Netherlands,"NA","NA",160.00,ps,"NA","NA","NA","NA",baftas,gebleekt Kust,"NA",white,"NA",bleached,"NA",Coast (presumed Coromandel),"NA","NA","NA","279449,16","279449,16",Indian Guilders,716,7,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6524.2; src_00058,"NA","NA",501.4683333333333
2003525,bgb_17067,VOC,Barbestein,"NA",doc,1722,1722-08-25,y,Palicol,Coromandel,Palakollu,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",6900.00,ps,"NA","NA","NA","NA",gingham,dronggangs,"NA","NA","NA","NA","NA","NA","NA",dronggangs,"NA","615421,14,8","615421,14,8",Indian Guilders,27320,2,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",19124.069999999996
2000842,bgb_16459,VOC,Raadhuis van Middelburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA","NA","NA","NA","NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",80.00,ps,"NA","NA","NA","NA",baftas,zwart breed Surats,black,"NA","NA","NA","NA",Surat,"NA",wide,"NA","357690,18,8","357690,18,8",Indian Guilders,337,10,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6510.4, wrecked","NA","NA",236.24999999999997
2003257,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",1.00,ps,"NA","NA","NA","NA",hoed,fijn zwart,black,"NA","NA","NA","NA","NA",fine,"NA","NA","13010,16","13010,16",Indian Guilders,18,0,0,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor de regent van Amfuang,"NA","NA","NA",12.6
2001755,bgb_16986,VOC,Wendela,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-04,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",40.00,ps,"NA","NA","NA","NA",sailclothing,gebleekt Tuticorins,"NA",white,"NA",bleached,cotton,Tuticorin (Coromandel Coast),"NA","NA","NA","142289,15,8","142289,15,8",Indian Guilders,160,15,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6520.2; src_00056, src_00058","NA","NA",112.54833333333332
2002341,bgb_16227,VOC,"Haringtuin, Hogermeer, Leidsman","NA",est,1722,"NA","NA",Hooghly,Bengalen,Hooghly,Bengal (region in India and Bangladesh),"NA","NA",doc,1722,1722-04-25,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1000.00,ps,"NA","NA","NA","NA",adaties,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","873509,3","873509,3",Indian Guilders,5540,15,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",3878.548333333333
2001450,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",bethilles,otisaals Kust,"NA","NA","NA","NA",cotton,Coast (presumed Coromandel),"NA",otisaals,"NA","263208,5,8","263208,5,8",Indian Guilders,790,7,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",553.245
2001110,bgb_16632,VOC,Margaretha,"NA",doc,1722,1722-1-19,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-09-25,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",320.00,ps,"NA","NA","NA","NA",dungarees,gebleekt Kust,"NA",white,"NA",bleached,cotton,Coast (presumed Coromandel),"NA","NA","NA","179099,8,8","179099,8,8",Indian Guilders,856,11,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6536.2; src_00054,"NA","NA",599.6083333333332
2001712,bgb_16982,VOC,Berbices,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-05,"NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",480.00,ps,"NA","NA","NA","NA",peroemoenemolam,ruw Tuticorins,"NA",natural,"NA","NA","NA",Tuticorin (Coromandel Coast),"NA",raw,"NA","250062,7","250062,7",Indian Guilders,2285,10,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6515.5; src_00056, src_00058","NA","NA",1599.8733333333332
2001011,bgb_16458,VOC,Vaderland Getrouw,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-08,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",milmils,Bengaals,"NA","NA","NA","NA",cotton,Bengal,"NA","NA","NA",316728,316728,Indian Guilders,887,9,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6531.5 (dep. Date 1721-12-17); src_00055,"NA","NA",621.215
2001947,bgb_16178,VOC,Ganzenhoef,"NA",das,1721,1721-06-02,y,Hoorn,Dutch Republic,Hoorn,Netherlands,"NA","NA",doc,1722,1722-02-08,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",5.00,ps,"NA","NA","NA","NA",lakenrassen,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA",125439,125439,Indian Guilders,747,6,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2460.7,"NA","NA",523.1099999999999
2001786,bgb_16992,VOC,Nederhoven,"NA",doc,1721,1721-11-22,y,Galle,Ceylon,Galle,Sri Lanka,"NA","NA",das,1722,1722-08-07,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",300.00,ps,"NA","NA","NA","NA",muris,grof gebleekt Tuticorins,"NA",white,"NA",bleached,cotton,Tuticorin (Coromandel Coast),coarse,"NA","NA","116190,4,8","116190,4,8",Indian Guilders,973,11,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6518.3; src_00056, src_00058","NA","NA",681.5083333333332
2003252,bgb_16787,VOC,Langerak,"NA",doc,1722,1722-02-08,y,Batavia,Batavia,"NA","NA","NA","NA",est,1722,"NA",n,"NA",Timor,"NA",Indonesia,"NA","NA",0.75,ps,"NA","NA","NA","NA",armosynen,"blauw dubbele, tot 2 rokken",blue,"NA","NA","NA","NA","NA","NA","double, for two garments","NA","13010,16","13010,16",Indian Guilders,7,3,8,Indian Guilders,"NA","NA","NA","NA","NA",geschenk voor de regent van Sonbai,"NA","NA","NA",5.028333333333333
2000632,bgb_16324,VOC,Amstelveen,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",880.00,ps,"NA","NA","NA","NA",guinea-stuffs,gebleekt Bengaals,"NA",white,"NA",bleached,"NA",Bengal,"NA","NA","NA","432298,10,8","432298,10,8",Indian Guilders,7209,11,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","DAS voyage 6521.2, wrecked","NA","NA",5046.6849999999995
2003133,bgb_16778,VOC,"Abbekerk, Huis ter Leede, Uitgang","NA",doc,1722,1722-01-27,y,Batavia,Batavia,"NA","NA","NA","NA",est,1722,"NA",n,Banda-Neira,Spice Islands,Banda-Neira,"Maluku, Indonesia","NA","NA",500.00,ps,"NA","NA","NA","NA",baftas,zwart smal Surats,black,"NA","NA","NA","NA",Surat,"NA",narrow,"NA","224221,14,8","224221,14,8",Indian Guilders,792,6,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",554.6099999999999
2001993,bgb_16216,VOC,Raadhuis van Middelburg,"NA",est,1721,"NA",n,"NA",Coromandel,"NA","Coromandel, southeast coast of India","NA","NA",doc,1721,1721-11-10,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1440.00,ps,"NA","NA","NA","NA",baftas,gebleekt,"NA",white,"NA",bleached,"NA","NA","NA","NA","NA","466491,5,8","466491,5,8",Indian Guilders,6571,0,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",4599.7
2003469,bgb_17063,VOC,Meijenburg,"NA",doc,1722,1722-08-27,y,Nagapattinam,Coromandel,Nagapattinam,"Coromandel, southeast coast of India","NA","NA",est,1722,"NA",n,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",300.00,ps,"NA","NA","NA","NA",muris,fijn gebleekt,"NA",white,"NA",bleached,"NA","NA",fine,"NA","NA","679245,10","679245,10",Indian Guilders,2411,3,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1687.8283333333334
2002407,bgb_16230,VOC,Kokenge,"NA",est,1722,"NA",n,Surat,Surat,Surat,Northwest India,"NA","NA",doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1320.00,ps,"NA","NA","NA","NA",cangans,zwart,black,"NA","NA","NA","NA","NA","NA","NA","NA",122118,122118,Indian Guilders,3790,15,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",2653.5249999999996
2001013,bgb_16458,VOC,Vaderland Getrouw,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",das,1722,1722-08-08,"NA",Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",324.00,ps,"NA","NA","NA","NA",soesjes,Bengaals,"NA","NA","NA","NA",silk,Bengal,"NA","NA","NA",316728,316728,Indian Guilders,4355,10,0,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6531.5 (dep. Date 1721-12-17); src_00055,"NA","NA",3048.85
2002406,bgb_16230,VOC,Kokenge,"NA",est,1722,"NA",n,Surat,Surat,Surat,Northwest India,"NA","NA",doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",1200.00,ps,"NA","NA","NA","NA",dungarees,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA",122118,122118,Indian Guilders,995,6,0,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",696.7099999999999
2001461,bgb_16626,VOC,Strijkebolle,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,"NA","NA","NA","NA",das,1722,1722-08-06,"NA",Enkhuizen,Dutch Republic,Enkhuizen,Netherlands,"NA","NA",100.00,ps,"NA","NA","NA","NA",gingham,onderbroeken Kust,"NA","NA","NA","NA",cotton,Coast (presumed Coromandel),"NA",underclothes,"NA","263208,5,8","263208,5,8",Indian Guilders,1300,9,8,Indian Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 6530.3; src_00058,"NA","NA",910.3383333333333
2002408,bgb_16230,VOC,Kokenge,"NA",est,1722,"NA",n,Surat,Surat,Surat,Northwest India,"NA","NA",doc,1722,1722-07-13,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",8000.00,ps,"NA","NA","NA","NA",kannekyns,zwart,black,"NA","NA","NA","NA","NA","NA","NA","NA",122118,122118,Indian Guilders,8245,16,8,Indian Guilders,"NA","NA","NA","NA","NA","NA","NA","NA","NA",5772.083333333332
2000703,bgb_16426,VOC,Bleijenburg,"NA",doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA","NA","NA","NA","NA",Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",156.00,ps,"NA","NA","NA","NA",lacorijns,Bengaals,"NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","449503,1,8","449503,1,8",Indian Guilders,567,14,0,Indian Guilders,"NA","NA","NA","NA","NA",Wrecked between Batavia and the Cape,"DAS voyage 6508.1, wrecked","NA","NA",397.39
